learner,train_time,pred_time,f_test,f_train
PassiveAggressiveClassifier,0.22148776054382324,0.007674217224121094,0.8329039340442691,0.8334827055034308
SGDClassifier,0.21924471855163574,0.007866144180297852,0.8246336996336995,0.8205602580264904
MLPClassifier,344.04088711738586,1.9728171825408936,0.8218499385643885,0.8219835186465573
XGBClassifier,22.045779943466187,0.6046509742736816,0.8133917163543442,0.8128663154703001
GradientBoostingClassifier,21.97969889640808,0.3455231189727783,0.8109262199922604,0.8101661622336693
RandomForestClassifier,2.36000394821167,0.47278904914855957,0.7888742763398727,0.9840859219294185
BaggingClassifier,13.17108702659607,0.6797487735748291,0.7881870141127393,0.9836170098526136
AdaBoostClassifier,5.9554760456085205,0.6466548442840576,0.7845168581653795,0.7826702967931265
ExtraTreesClassifier,2.342329978942871,0.5863468647003174,0.7813560702745269,0.9990795749309682
LogisticRegression,2.1964471340179443,0.008195877075195312,0.7806176640628152,0.7786735006171408
RidgeClassifier,0.059336185455322266,0.007077217102050781,0.7677503005091773,0.7668813222604383
RidgeClassifierCV,0.4137299060821533,0.011860847473144531,0.7677503005091773,0.7668813222604383
DecisionTreeClassifier,2.1538612842559814,0.05562877655029297,0.7534777437761416,0.9990795749309682
ExtraTreeClassifier,0.2357161045074463,0.09011578559875488,0.7373290372608527,0.9990795749309682
