learner,train_time,pred_time,f_test,f_train
XGBClassifier,54.63172912597656,1.032160997390747,0.7865967251691341,0.7906864462308896
GradientBoostingClassifier,56.811248779296875,0.7056682109832764,0.7834471017695495,0.7877369559404293
BaggingClassifier,28.864256858825684,1.3393521308898926,0.763490916424382,0.9809890346875466
RandomForestClassifier,4.977574110031128,1.011794090270996,0.744716764566876,0.9815487272124017
DecisionTreeClassifier,3.982649087905884,0.10989594459533691,0.7333740992926555,0.9990886474131183
AdaBoostClassifier,12.991749286651611,1.1081302165985107,0.7322054159956167,0.7352998203275468
ExtraTreesClassifier,5.1572418212890625,1.3066649436950684,0.7063071003610354,0.9990886474131183
ExtraTreeClassifier,0.5326828956604004,0.16051721572875977,0.6662139106524655,0.9990886474131183
MLPClassifier,470.25573205947876,2.228531837463379,0.646924401848599,0.6573434909966166
LogisticRegression,24.863497972488403,0.04223799705505371,0.5955269722217509,0.60094525003388
RidgeClassifier,0.18861699104309082,0.045932769775390625,0.5838476489241995,0.589382622671835
RidgeClassifierCV,1.091742753982544,0.05233120918273926,0.5838476489241995,0.589382622671835
SGDClassifier,0.45067286491394043,0.0445711612701416,0.44652048589664406,0.45783052203480223
PassiveAggressiveClassifier,0.5696570873260498,0.04537773132324219,0.08156541305046607,0.08239618460137609
